state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
TX,Data for Progress,,9/15/2020,9/22/2020,9/25/2020 13:19:00,726,lv,Online,45,46,-1,,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,TRUE,
FL,Data for Progress,,9/15/2020,9/22/2020,9/25/2020 13:19:00,620,lv,Online,46,43,3,,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,TRUE,
MN,Suffolk University,,9/20/2020,9/24/2020,9/25/2020 13:19:00,500,lv,Live Phone,47,40,7,4,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/9_25_2020_marginals_pdftxt.pdf?la=en&hash=EA09FFF4A22FBF2A04A6A5776C86103A990C9C6A,TRUE,
AZ,Data for Progress,,9/15/2020,9/22/2020,9/25/2020 13:19:00,471,lv,Online,45,46,-1,,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,TRUE,
PA,Fox News/Beacon Research/Shaw & Co. Research,,9/20/2020,9/23/2020,9/24/2020 19:18:00,856,lv,Live Phone,51,44,7,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/Fox_September-20-23-2020_Complete_Ohio_Topline_September-24-Release.pdf,TRUE,
OH,Fox News/Beacon Research/Shaw & Co. Research,,9/20/2020,9/23/2020,9/24/2020 19:18:00,830,lv,Live Phone,50,45,5,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/Fox_September-20-23-2020_Complete_Ohio_Topline_September-24-Release.pdf,TRUE,
NV,Fox News/Beacon Research/Shaw & Co. Research,,9/20/2020,9/23/2020,9/24/2020 19:18:00,810,lv,Live Phone,52,41,11,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/Fox_September-20-23-2020_Complete_Ohio_Topline_September-24-Release.pdf,TRUE,
--,YouGov,Yahoo,9/21/2020,9/23/2020,9/24/2020 14:18:00,1125,lv,Live Phone,49,44,5,,,https://docs.cdn.yougov.com/o6p3vjhvnt/20200924_yahoo_coronavirus_tabs.pdf,TRUE,
OH,Quinnipiac University,,9/17/2020,9/21/2020,9/24/2020 14:18:00,1085,lv,Live Phone,48,47,1,,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3675,TRUE,
TX,Quinnipiac University,,9/17/2020,9/21/2020,9/24/2020 14:18:00,1078,lv,Live Phone,45,50,-5,,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3675,TRUE,
KS,Data for Progress,,9/14/2020,9/19/2020,9/24/2020 13:57:00,883,lv,Online,45,49,-4,,,https://filesforprogress.org/memos/2020-senate-project/week-1/topline-reports/DFP_KS_Week1_Senate_toplines.pdf,TRUE,
KY,Data for Progress,,9/14/2020,9/19/2020,9/24/2020 13:57:00,807,lv,Online,38,56,-18,,,https://filesforprogress.org/memos/2020-senate-project/week-1/topline-reports/DFP_KY_Week1_Senate_toplines.pdf,TRUE,
GA,Data for Progress,,9/14/2020,9/19/2020,9/24/2020 13:57:00,800,lv,Online,46,46,0,,,https://filesforprogress.org/memos/2020-senate-project/week-1/topline-reports/DFP_GA-A_Week1_Senate_toplines.pdf,TRUE,
AZ,Data Orbital,,9/14/2020,9/17/2020,9/24/2020 13:57:00,550,lv,Live Phone,49,47,2,,,https://twitter.com/Garrett_Archer/status/1309158493673398274,TRUE,
MI,Data for Progress,,9/14/2020,9/19/2020,9/24/2020 13:57:00,455,lv,Online,50,44,6,,,https://filesforprogress.org/memos/2020-senate-project/week-1/topline-reports/DFP_MI_Week1_Senate_toplines.pdf,TRUE,
MI,Trafalgar Group,,9/20/2020,9/22/2020,9/24/2020 12:03:00,600,lv,IVR,46,47,-1,3,,https://twitter.com/RobertCahaly/status/1309155660584677381?,TRUE,
IA,Monmouth University,,9/18/2020,9/22/2020,9/24/2020 12:03:00,402,lv,Live Phone,46,49,-3,2,,https://www.monmouth.edu/polling-institute/documents/monmoutpoll_ia_092420.pdf/,TRUE,
--,Global Strategy Group,,9/17/2020,9/21/2020,9/24/2020 8:55:00,1230,rv,Online,53,42,11,,,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.21.20.pdf,TRUE,
VA,Christopher Newport University,,9/9/2020,9/21/2020,9/24/2020 8:55:00,796,lv,Live Phone,48,43,5,,,https://cnu.edu/wasoncenter/surveys/2020-09-24/,TRUE,
WI,YouGov,University of Wisconsin Madison,9/10/2020,9/21/2020,9/24/2020 8:55:00,664,lv,Online,50,46,4,,,https://madison.com/news/local/govt-and-politics/new-poll-finds-big-gulf-on-top-issues-between-biden-trump-voters-in-battleground-states/article_e6b561d5-c142-535e-8354-139805638fb6.html,TRUE,
TX,NYT/Siena College,,9/16/2020,9/22/2020,9/24/2020 8:55:00,653,lv,Live Phone,43,46,-3,2,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,TRUE,
PA,YouGov,University of Wisconsin Madison,9/10/2020,9/21/2020,9/24/2020 8:55:00,642,lv,Online,49,45,4,,,https://madison.com/news/local/govt-and-politics/new-poll-finds-big-gulf-on-top-issues-between-biden-trump-voters-in-battleground-states/article_e6b561d5-c142-535e-8354-139805638fb6.html,TRUE,
MI,YouGov,University of Wisconsin Madison,9/10/2020,9/21/2020,9/24/2020 8:55:00,641,lv,Online,51,45,6,,,https://madison.com/news/local/govt-and-politics/new-poll-finds-big-gulf-on-top-issues-between-biden-trump-voters-in-battleground-states/article_e6b561d5-c142-535e-8354-139805638fb6.html,TRUE,
GA,NYT/Siena College,,9/16/2020,9/22/2020,9/24/2020 8:55:00,523,lv,Live Phone,45,45,0,2,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,TRUE,
IA,NYT/Siena College,,9/16/2020,9/22/2020,9/24/2020 8:55:00,501,lv,Live Phone,45,42,3,2,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,TRUE,
--,SSRS,POLITICO/Harvard,8/25/2020,9/6/2020,9/23/2020 18:55:00,1459,lv,Live Phone,52,42,10,,,https://www.politico.com/f/?id=00000174-bb97-dc18-a57d-bbf77dd00000,TRUE,
PA,CPEC,,9/15/2020,9/17/2020,9/23/2020 18:55:00,820,lv,Live Phone,50,45,5,,,https://projects.fivethirtyeight.com/polls/20200923_PA.pdf,TRUE,
PA,Franklin & Marshall College,,9/14/2020,9/20/2020,9/23/2020 18:55:00,480,lv,Live Phone/Online,48,42,6,,,https://www.citizensvoice.com/news/election/new-f-m-poll-shows-biden-up-6-points-in-pennsylvania/article_8e3ef5b5-ecd4-597b-9f86-9af2928c3dc4.html,TRUE,
PA,Baldwin Wallace University,,9/8/2020,9/22/2020,9/23/2020 16:23:00,1012,lv,Online,47,45,2,2,,https://www.toledoblade.com/local/politics/2020/09/23/six-weeks-from-election-day-new-great-lakes-poll-shows-ohio-tossup/stories/20200923151,TRUE,
OH,Baldwin Wallace University,,9/8/2020,9/22/2020,9/23/2020 16:23:00,1011,lv,Online,45,44,1,2,,https://www.toledoblade.com/local/politics/2020/09/23/six-weeks-from-election-day-new-great-lakes-poll-shows-ohio-tossup/stories/20200923151,TRUE,
MI,Baldwin Wallace University,,9/8/2020,9/22/2020,9/23/2020 16:23:00,1001,lv,Online,50,42,8,1,,https://www.toledoblade.com/local/politics/2020/09/23/six-weeks-from-election-day-new-great-lakes-poll-shows-ohio-tossup/stories/20200923151,TRUE,
WI,Baldwin Wallace University,,9/8/2020,9/22/2020,9/23/2020 16:23:00,853,lv,Online,50,41,9,2,,https://www.toledoblade.com/local/politics/2020/09/23/six-weeks-from-election-day-new-great-lakes-poll-shows-ohio-tossup/stories/20200923151,TRUE,
FL,Ipsos,,9/11/2020,9/16/2020,9/23/2020 16:23:00,586,lv,Online,47,47,0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_florida_state_poll_w1_09_23_2020.pdf,TRUE,
AZ,Ipsos,,9/11/2020,9/17/2020,9/23/2020 16:23:00,565,lv,Online,47,46,1,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_arizona_state_poll_w1_09_23_2020.pdf,TRUE,
NC,Harper Polling,,9/17/2020,9/20/2020,9/23/2020 15:28:00,612,lv,Online,44,45,-1,2,,https://www.nccivitas.org/polling/trump-biden-dead-heat/,TRUE,
--,Quinnipiac University,,9/17/2020,9/21/2020,9/23/2020 14:10:00,1302,lv,Live Phone,52,42,10,,,https://poll.qu.edu/national/release-detail?ReleaseID=3674,TRUE,
--,Marquette University Law School,,9/8/2020,9/15/2020,9/23/2020 13:30:00,1357,lv,Live Phone,50,40,10,5,,https://twitter.com/MULawPoll/status/1308819658695471104,TRUE,
FL,St Pete Polls,,9/21/2020,9/22/2020,9/23/2020 11:23:00,2906,lv,IVR,50,47,3,,,http://stpetepolls.org/files/StPetePolls_2020_State_President_September22_U5GDL.pdf,TRUE,
--,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,1430,lv,Online,51,42,9,5,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
--,Climate Nexus,,9/8/2020,9/9/2020,9/23/2020 11:23:00,1244,lv,Online,52,41,11,,,https://climatenexus.org/wp-content/uploads/2015/09/Covering-Climate-Now-Climate-Change-National-Poll.pdf,TRUE,
--,YouGov,Economist,9/20/2020,9/22/2020,9/23/2020 11:23:00,1124,lv,Online,49,42,7,,,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf,TRUE,
FL,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,702,lv,Online,49,46,3,,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
AZ,ABC News/Washington Post,,9/15/2020,9/20/2020,9/23/2020 11:23:00,701,lv,Live Phone,48,49,-1,,,https://www.washingtonpost.com/context/sept-15-20-2020-florida-and-arizona-washington-post-abc-news-polls/48276797-3b93-4ab2-835b-ed2fcdc8581e/,TRUE,
FL,ABC News/Washington Post,,9/15/2020,9/20/2020,9/23/2020 11:23:00,613,lv,Live Phone,47,51,-4,,,https://www.washingtonpost.com/context/sept-15-20-2020-florida-and-arizona-washington-post-abc-news-polls/48276797-3b93-4ab2-835b-ed2fcdc8581e/,TRUE,
PA,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,579,lv,Online,49,45,4,,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
NC,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,579,lv,Online,48,46,2,,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
WI,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,571,lv,Online,51,42,9,,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
MI,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,568,lv,Online,51,43,8,,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
GA,Monmouth University,,9/17/2020,9/21/2020,9/23/2020 11:23:00,402,lv,Live Phone,46,49,-3,2,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,TRUE,average of lv filters
AZ,Change Research,CNBC,9/18/2020,9/20/2020,9/23/2020 11:23:00,262,lv,Online,49,43,6,,,https://changeresearch.com/post/states-of-play-battleground-wave-14/,TRUE,
MI,Ipsos,,9/11/2020,9/16/2020,9/22/2020 16:25:00,637,lv,Online,49,44,5,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_michigan_state_poll_w1_09_22_2020.pdf,TRUE,
NC,Ipsos,,9/11/2020,9/16/2020,9/22/2020 16:25:00,568,lv,Online,47,47,0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_north_carolina_state_poll_w1_09_22_2020.pdf,TRUE,
MI,Market Research Group,,9/14/2020,9/19/2020,9/22/2020 11:33:00,600,lv,Live Phone,46,41,5,,,https://www.mrgmi.com/2020/09/22/ballot-test-biden-increases-lead-on-trump-but-late-deciding-voters-could-again-play-a-significant-role/,TRUE,
WA,Strategies 360,,9/8/2020,9/14/2020,9/22/2020 11:33:00,501,rv,Live Phone/Online,58,36,22,,,https://www.scribd.com/document/476985568/Strategies-360-KOMO-News-election-polling,TRUE,
GA,University of Georgia,,9/11/2020,9/20/2020,9/22/2020 8:53:00,1150,lv,Live Phone,47,47,0,1,,https://www.ajc.com/politics/ajc-poll-race-for-president-senate-contests-in-georgia-too-close-to-call/FCIZO2M5ZNH2XAQBRMAXJLFQVE/,TRUE,
SC,Morning Consult,,9/11/2020,9/20/2020,9/22/2020 8:53:00,764,lv,Online,44,50,-6,,,https://morningconsult.com/2020/09/22/majority-makers-south-carolina-senate-harrison-graham/,TRUE,
IA,Selzer & Co.,,9/14/2020,9/17/2020,9/22/2020 8:53:00,658,lv,Live Phone,47,47,0,,,https://www.desmoinesregister.com/story/news/politics/iowa-poll/2020/09/22/iowa-poll-donald-trump-joe-biden-tied-iowa-presidential-race-2020/5839311002/,TRUE,
VT,Braun Research,,9/3/2020,9/15/2020,9/22/2020 8:53:00,586,lv,Live Phone,56,32,24,,,http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,TRUE,
--,Hart Research Associates,,9/3/2020,9/7/2020,9/21/2020 19:32:00,1202,lv,Online,51,43,8,,,https://www.protectourcare.org/wp-content/uploads/2020/09/E-13030-Covid-Healthcare-1.pdf,TRUE,
PA,Ipsos,,9/11/2020,9/16/2020,9/21/2020 19:32:00,611,lv,Online,49,46,3,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_pennsylvania_state_poll_w1_09_21_2020.pdf,TRUE,
WI,Ipsos,,9/11/2020,9/16/2020,9/21/2020 19:32:00,609,lv,Online,48,43,5,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_wisconsin_state_poll_w1_09_21_2020.pdf,TRUE,
--,IBD/TIPP,,9/16/2020,9/19/2020,9/21/2020 11:55:00,962,lv,Online,50,44,6,,,https://www.investors.com/politics/joe-biden-leads-president-trump-race-tightens-ibd-tipp-election-poll/,TRUE,
GA,GBAO,,9/14/2020,9/16/2020,9/21/2020 11:54:00,600,lv,Live Phone,49,46,3,,,https://warnockforgeorgia.com/wp-content/uploads/2020/09/Warnock-For-Georgia-Polling-Memo-092120.pdf,TRUE,
ME,Suffolk University,,9/17/2020,9/20/2020,9/21/2020 11:54:00,500,lv,Live Phone,51,39,12,,,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,TRUE,
--,USC Dornsife,,9/14/2020,9/20/2020,9/21/2020 8:55:00,2589,lv,Online,51,42,9,,,https://election.usc.edu/,TRUE,Monday release
--,Morning Consult,,9/18/2020,9/20/2020,9/21/2020 8:55:00,1988,rv,Online,48,41,7,,,https://assets.morningconsult.com/wp-uploads/2020/09/21170237/200986_crosstabs_TIK_TOK_RVs_v1.pdf,TRUE,Monday release
TX,The Tyson Group,,8/20/2020,8/25/2020,9/21/2020 8:50:00,906,lv,Live Phone,48,44,4,,,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/CEA-TEXAS-Track.pdf,TRUE,
FL,The Tyson Group,,8/11/2020,8/15/2020,9/21/2020 8:50:00,750,lv,Live Phone,46,44,2,2,,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/CEA-FL-Track.pdf,TRUE,
LA,The Tyson Group,,9/2/2020,9/5/2020,9/21/2020 8:50:00,600,lv,Live Phone,42,48,-6,,,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/Louisiana-CEA-Track.pdf,TRUE,
MS,The Tyson Group,,8/28/2020,8/30/2020,9/21/2020 8:50:00,600,lv,Live Phone,40,50,-10,,,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/Mississippi-CEA-Track.pdf,TRUE,
AL,The Tyson Group,,8/17/2020,8/18/2020,9/21/2020 8:50:00,600,lv,Live Phone,44,48,-4,,,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/CEA-AL-Track.pdf,TRUE,
FL,YouGov,CBS News,9/15/2020,9/18/2020,9/20/2020 14:45:00,1205,lv,Online,48,46,2,,,https://drive.google.com/file/d/12KO6RXYt9519HgwvDB9SRlS5tqZ9OG8S/view,TRUE,
TX,YouGov,CBS News,9/15/2020,9/18/2020,9/20/2020 14:45:00,1140,lv,Online,46,48,-2,,,https://drive.google.com/file/d/1ZsMPYa9d2L2vg4YYk-DFcwlXosTMmMYP/view,TRUE,
PA,Trafalgar Group,,9/15/2020,9/17/2020,9/20/2020 14:45:00,1006,lv,IVR,47,45,2,3,,https://drive.google.com/file/d/10w6DzQtjbRcFFqpnsGIwmRstjY7fDa5e/view,TRUE,
--,NBC News/Wall Street Journal,,9/13/2020,9/16/2020,9/20/2020 14:45:00,1000,rv,Live Phone,51,43,8,,,https://assets.documentcloud.org/documents/7213809/200625-NBCWSJ-September-Poll.pdf,TRUE,
GA,Redfield & Wilton Strategies,,9/12/2020,9/18/2020,9/20/2020 14:45:00,800,lv,Online,45,46,-1,3,,https://redfieldandwiltonstrategies.com/latest-georgia-and-minnesota-voting-intention-12-17-september/,TRUE,
MN,Redfield & Wilton Strategies,,9/12/2020,9/17/2020,9/20/2020 14:45:00,718,lv,Online,51,42,9,,,https://redfieldandwiltonstrategies.com/latest-georgia-and-minnesota-voting-intention-12-17-september/,TRUE,
MT,NYT/Siena College,,9/14/2020,9/16/2020,9/20/2020 14:45:00,625,lv,Live Phone,42,49,-7,3,,https://int.nyt.com/data/documenttools/mt-crosstabs/4da3e297acefb561/full.pdf,TRUE,
--,Redfield & Wilton Strategies,,9/16/2020,9/17/2020,9/19/2020 8:50:00,2070,lv,Online,49,42,7,3,,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-september-16-17/,TRUE,
MO,Remington Research Group,,9/16/2020,9/17/2020,9/19/2020 8:50:00,1056,lv,Online,45,53,-8,,,https://moscout.com/s/MOSCOUT-Statewide-091820.pptx,TRUE,
PA,Climate Nexus,,9/8/2020,9/11/2020,9/19/2020 8:50:00,659,rv,Online,48,43,5,,,https://climatenexus.org/wp-content/uploads/2015/09/Pennsylvania-Climate-Change-Poll-Toplines.pdf,TRUE,
--,YouGov,Yahoo,9/15/2020,9/17/2020,9/18/2020 15:59:00,1223,rv,Online,47,41,6,,,https://docs.cdn.yougov.com/4r3essc4sq/20200918_yahoo_coronavirus_tabs.pdf,TRUE,
--,Ipsos,Reuters,9/15/2020,9/17/2020,9/18/2020 14:59:00,834,lv,Online,51,42,9,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_18_2020.pdf,TRUE,
FL,Redfield & Wilton Strategies,,9/12/2020,9/16/2020,9/18/2020 14:20:00,1158,lv,Online,47,44,3,2,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-16-september/,TRUE,
NC,Redfield & Wilton Strategies,,9/12/2020,9/16/2020,9/18/2020 14:20:00,1092,lv,Online,47,45,2,2,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-16-september/,TRUE,
PA,Redfield & Wilton Strategies,,9/12/2020,9/16/2020,9/18/2020 14:20:00,1036,lv,Online,49,44,5,2,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-16-september/,TRUE,
MI,Redfield & Wilton Strategies,,9/12/2020,9/16/2020,9/18/2020 14:20:00,930,lv,Online,49,39,10,3,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-16-september/,TRUE,
AZ,Redfield & Wilton Strategies,,9/12/2020,9/16/2020,9/18/2020 14:20:00,855,lv,Online,47,42,5,1,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-16-september/,TRUE,
WI,Redfield & Wilton Strategies,,9/12/2020,9/16/2020,9/18/2020 14:20:00,638,lv,Online,47,41,6,2,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-16-september/,TRUE,
--,Global Strategy Group,,9/10/2020,9/14/2020,9/18/2020 13:46:00,1007,rv,Online,53,42,11,,,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigator-Tracker-Topline-F09.15.20-PR.pdf,TRUE,
WI,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,704,rv,Online,51,44,7,,,https://drive.google.com/file/d/1glYrDb6O5w2cJH2EjGjx9oIN7Z301b_I/view,TRUE,
OH,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,556,rv,Online,45,48,-3,,,https://drive.google.com/file/d/1TYPFg4nrZYMUwC3cFX8-hMGWESa72wMh/view,TRUE,
PA,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,549,rv,Online,52,45,7,,,https://drive.google.com/file/d/1-sIWzRRaoTXBYsilhoKQwy0GjrBhtPi4/view,TRUE,
MI,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,517,rv,Online,53,42,11,,,https://drive.google.com/file/d/1MnN8_rRNinle5U0mqlkF4Gs2XOhROk_w/view,TRUE,
--,Data for Progress,,9/15/2020,9/15/2020,9/18/2020 13:42:00,809,rv,Online,53,42,11,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,TRUE,
--,Marist College,NPR/PBS Newshour,9/11/2020,9/16/2020,9/18/2020 13:41:00,723,lv,Live Phone,52,43,9,,,http://maristpoll.marist.edu/wp-content/uploads/2020/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202009171415.pdf,TRUE,
ME,NYT/Siena College,,9/11/2020,9/16/2020,9/18/2020 8:50:00,663,lv,Live Phone,55,38,17,,,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,TRUE,
NC,NYT/Siena College,,9/11/2020,9/16/2020,9/18/2020 8:50:00,653,lv,Live Phone,45,44,1,3,,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,TRUE,
AZ,NYT/Siena College,,9/10/2020,9/15/2020,9/18/2020 8:50:00,653,lv,Live Phone,49,40,9,4,,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,TRUE,
MI,EPIC-MRA,,9/10/2020,9/15/2020,9/18/2020 8:50:00,600,lv,Live Phone,48,40,8,,,https://www.woodtv.com/wp-content/uploads/sites/51/2020/09/September-Statewide-EPIC-MRA-poll-091820.pdf,TRUE,
AZ,Monmouth University,,9/11/2020,9/15/2020,9/17/2020 13:30:00,420,lv,Live Phone,48,47,1,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_az_091720.pdf/,TRUE,
AZ,Kaiser Family Foundation,,8/29/2020,9/13/2020,9/17/2020 8:55:00,1298,lv,Live Phone,45,40,5,,,https://www.kff.org/other/report/sun-belt-voices-project/,TRUE,
NC,Kaiser Family Foundation,,8/29/2020,9/13/2020,9/17/2020 8:55:00,1172,lv,Live Phone,45,43,2,,,https://www.kff.org/other/report/sun-belt-voices-project/,TRUE,
CA,Public Policy Institute of California,,9/4/2020,9/13/2020,9/17/2020 8:55:00,1168,lv,Live Phone,60,31,29,5,,https://www.ppic.org/wp-content/uploads/ppic-statewide-survey-californians-and-their-government-september-2020.pdf,TRUE,
FL,Kaiser Family Foundation,,8/29/2020,9/13/2020,9/17/2020 8:55:00,1009,lv,Live Phone,43,42,1,,,https://www.kff.org/other/report/sun-belt-voices-project/,TRUE,
UT,RMG Research,,9/7/2020,9/12/2020,9/17/2020 8:55:00,1000,lv,Online,35,53,-18,5,,https://www.deseret.com/utah/2020/9/16/21439705/poll-are-you-better-off-than-you-were-4-years-ago-what-about-the-country-trump-biden-race,TRUE,
NC,Suffolk University,,9/11/2020,9/14/2020,9/17/2020 8:55:00,500,lv,Live Phone,46,43,3,5,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/9_17_2020_final_marginals_pdftxt.pdf,TRUE,
ME,Quinnipiac University,,9/10/2020,9/14/2020,9/16/2020 14:45:00,1183,lv,Live Phone,59,38,21,,,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,TRUE,
KY,Quinnipiac University,,9/10/2020,9/14/2020,9/16/2020 14:45:00,1164,lv,Live Phone,38,58,-20,,,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,TRUE,
SC,Quinnipiac University,,9/10/2020,9/14/2020,9/16/2020 14:45:00,969,lv,Live Phone,45,51,-6,,,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,TRUE,
--,Ipsos,Reuters,9/11/2020,9/15/2020,9/16/2020 10:52:00,859,lv,Online,50,41,9,,,https://fingfx.thomsonreuters.com/gfx/mkt/qzjvqnkqrpx/Topline%20Reuters%20General%20Election%20Tracker%2009%2015%202020.pdf,TRUE,
CA,David Binder Research,,8/22/2020,8/24/2020,9/16/2020 8:55:00,800,lv,Online,61,31,30,,,https://twitter.com/davidbinder/status/1298608653235294214,TRUE,
--,YouGov,Economist,9/13/2020,9/15/2020,9/16/2020 8:52:00,1061,lv,Online,51,42,9,,,https://today.yougov.com/topics/economist/survey-results,TRUE,
MN,ABC News/Washington Post,,9/8/2020,9/13/2020,9/16/2020 8:52:00,705,lv,Live Phone,57,41,16,,,https://www.langerresearch.com/wp-content/uploads/1216a12020StateBattlegrounds-WIMN.pdf,TRUE,
